id_interaction,id_lead,type_action,timestamp,canal_interaction,duree_secondes,page_url,note_qualite
INT_00022587,LEAD_0028385,"clic",2025-03-10T08:12:55.549Z,"PUSH","236"," https://www.monsite.fr/accueil ",""
INT_00022588,LEAD_0023450,"vue",2024-01-14 00:23:06.366,"mobile","348","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","2"
INT_00022589,LEAD_0009202,"VUE",2024-01-04 13:44:24.675,"live_chat","1188","www.monsite.fr/promo","3"
INT_00022590,LEAD_0003156,"",1729403560,"Web","N/A","monsite.fr/landing","2"
INT_00022591,LEAD_0010621,"view",2026-01-26T18:44:06.651Z,"N/A","N/A","","8"
INT_00022592,LEAD_0029980,"clic",14/07/2024,"Mobile","6 min","https://www.monsite.fr/produits/","1"
INT_00022593,LEAD_0017278,"",1728850057,"web","295","monsite.fr/landing","4"
INT_00022594,LEAD_0017705,"click",303461,"Mail","N/A","https://www.monsite.fr/accueil",""
INT_00022595,LEAD_0017544,"clic",1695938860,"WEB","202","https://www.monsite.fr/PRODUITS","1.6"
INT_00022596,LEAD_0007401,"VUE",2024-05-01 19:50:04.665,"Sms","372","https://www.monsite.fr/accueil","1.9"
INT_00022597,LEAD_0012818,"vue",2024-01-30T13:28:40.320Z,"app","","https://www.monsite.fr/accueil","2"
INT_00022598,LEAD_0010477,"click",1728272474671,"WEB","0","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","1"
INT_00022599,LEAD_0024706,"purchase",1723186389,"APP","247","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","-3"
INT_00022600,LEAD_0005975,"clic",,"PUSH","79.45","https://www.monsite.fr/produits?ref=goog&utm_source=cpc",""
INT_00022601,LEAD_0020628,"Achat",07/03/2026,"app","426","www.monsite.fr/promo","4"
INT_00022602,LEAD_0011333,"clic",1722064772108,"chat","2388"," https://www.monsite.fr/accueil ","1"
INT_00022603,LEAD_0003491,"Achat",1709717787,"mobile","1469","https://www.MonSite.fr/contact","-5"
INT_00022604,LEAD_0011688,"clic",,"","-225","","4.1"
INT_00022605,LEAD_0005027,"vue",10/01/2024,"","N/A"," https://www.monsite.fr/accueil ","4"
INT_00022606,LEAD_0022526,"clic",124726,"push_notification","453","HTTP://www.monsite.fr/blog",""
INT_00022607,LEAD_0011991,"vue",2023-12-22 14:50:42.412,"N/A","-242","https://www.monsite.fr/produits","4.6"
INT_00022608,LEAD_0021951,"achat",2023-07-30T06:34:12.796Z,"Web","","monsite.fr/landing","4"
INT_00022609,LEAD_0011428,"Achat",1730372566,"email","564","https://www.MonSite.fr/contact","2"
INT_00022610,LEAD_0010019,"clic",08/12/2023,"EMAIL","4377","https://www.monsite.fr/accueil","1"
INT_00022611,LEAD_0022405,"click",1763877054936,"WEB","61","www.monsite.fr/promo","mauvais"
INT_00022612,LEAD_0001105,"Achat",1700351211,"email","508","https://www.monsite.fr/produits","5"
INT_00022613,LEAD_0028715,"clic",1696540767,"EMAIL","0"," https://www.monsite.fr/accueil ","3"
INT_00022614,LEAD_0015022,"click",1758613045,"web","548","https://www.MonSite.fr/contact","5"
INT_00022615,LEAD_0017826,"",1728934282703,"live_chat","185","/accueil","5"
INT_00022616,LEAD_0006669,"vue",,"APP","N/A","https://www.monsite.fr/produits","4"
INT_00022617,LEAD_0004957,"click",2024-06-24T13:06:01.483Z,"PUSH","308","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","1"
INT_00022618,LEAD_0005891,"clic",1720056668,"EMAIL","447","https://www.monsite.fr/produits/","2"
INT_00022619,LEAD_0015185,"",1757630682,"","400","","5"
INT_00022620,LEAD_0028309,"vue",1691751136,"SMS","502","https://www.monsite.fr/produits/","2.2"
INT_00022621,LEAD_0018195,"vue",1717328057," mobile ","66s","https://www.monsite.fr/PRODUITS","10"
INT_00022622,LEAD_0003363,"CLIC",1746956722897,"push","","www.monsite.fr/promo",""
INT_00022623,LEAD_0025205,"clic",10/03/2025,"","359s","https://www.monsite.fr/accueil","4"
INT_00022624,LEAD_0015160,"vue",1697018047685,"N/A","204","https://www.monsite.fr/produits/","1"
INT_00022625,LEAD_0013495,"achat",2023-11-14T15:58:25.118Z," mobile ","595","","4"
INT_00022626,LEAD_0009275,"achat",1738153864,"live_chat","456","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","4.5"
INT_00022627,LEAD_0011752,"VUE",2025-04-22T00:56:07.128Z,"","391","HTTP://www.monsite.fr/blog",""
INT_00022628,LEAD_0027493,"VUE",1771047801900,"chat","569.15","",""
INT_00022629,LEAD_0021167,"clic",1770602098,"mobile","7281","https://www.monsite.fr/produits/","-1"
INT_00022630,LEAD_0016181,"VUE",1690308260,"Mobile","395","https://www.monsite.fr/produits?ref=goog&utm_source=cpc","-3"
INT_00022631,LEAD_0029092,"achat",07/04/2025,"","357.96","https://www.monsite.fr/accueil","2.3"
INT_00022632,LEAD_0003597,"vue",2025-02-19T14:39:25.893Z,"MOBILE","","HTTP://www.monsite.fr/blog","4"
INT_00022633,LEAD_0021476,"clic",1682322960,"Web","441","/accueil","4"
INT_00022634,LEAD_0016053,"",2025-04-07T06:53:49.626Z,"","50.35","www.monsite.fr/promo",""
INT_00022635,LEAD_0004100,"vue",2025-06-14T22:13:25.477Z,"APP","13.02","/accueil",""
INT_00022636,LEAD_0019688,"clic",2023-09-30T07:55:40.777Z,"MOBILE","","HTTP://www.monsite.fr/blog",""
INT_00022637,LEAD_0024364,"vue",1768388986,"CHAT","330","HTTP://www.monsite.fr/blog","1"
INT_00022638,LEAD_0028368,"vue",1761539889," mobile ","0","https://www.monsite.fr/produits","2.9"
INT_00022639,LEAD_0020708,"vue",287972,"chat","391","https://www.MonSite.fr/contact","2.6"
INT_00022640,LEAD_0003452,"view",2025-02-03 12:00:22.498,"chat","283","","2.3"
INT_00022641,LEAD_0015203,"clic",,"","352","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","6"
INT_00022642,LEAD_0025569,"click",1699301032,"Live Chat","N/A","monsite.fr/landing","5"
INT_00022643,LEAD_0018248,"clic",1761270464,"","","https://www.monsite.fr/PRODUITS","mauvais"
INT_00022644,LEAD_0005421,"clic",1707957194,"App","317"," https://www.monsite.fr/accueil ",""
INT_00022645,LEAD_0011582,"click",1745454987,"mobile","-251","www.monsite.fr/promo","1"
INT_00022646,LEAD_0001954,"vue",2025-12-03 05:47:48.426,"CHAT","146","https://www.monsite.fr/accueil","N/A"
INT_00022647,LEAD_0008056,"VUE",1724123493100," web ","","","3"
INT_00022648,LEAD_0015378,"",2023-08-17T15:28:31.312Z,"Push","6 min","","3"
INT_00022649,LEAD_0026421,"VUE",1763957306770,"Mobile","204"," https://www.monsite.fr/accueil ","5"
INT_00022650,LEAD_0026906,"",2024-03-25 16:00:02.131,"Chat","","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","4"
INT_00022651,LEAD_0014772,"clic",2024-10-01 10:31:27.678,"App","179","monsite.fr/landing","4"
INT_00022652,LEAD_0026253,"vue",1768421365,"app","593"," https://www.monsite.fr/accueil ","5"
INT_00022653,LEAD_0010896,"vue",2025-02-02T05:25:49.361Z,"Push","N/A","https://www.monsite.fr/PRODUITS",""
INT_00022654,LEAD_0000400,"clic",2025-06-16T17:45:18.941Z,"Push","10 min","","4"
INT_00022655,LEAD_0001532,"clic",1732462649,"Push","N/A","https://www.monsite.fr/produits/","1.5"
INT_00022656,LEAD_0002262,"Achat",1721934540274,"EMAIL","329.77","https://www.monsite.fr/accueil",""
INT_00022657,LEAD_0015771,"purchase",1749485170," mobile ","457","","bon"
INT_00022658,LEAD_0027815,"achat",1753489655594,"app","0"," https://www.monsite.fr/accueil ",""
INT_00022659,LEAD_0023869,"vue",2023-07-27 10:14:09.767,"live_chat","-139","HTTP://www.monsite.fr/blog","3"
INT_00022660,LEAD_0009146,"clic",1734316045,"web","67.71","HTTP://www.monsite.fr/blog","3"
INT_00022661,LEAD_0028436,"click",1761539971,"","1 min","HTTP://www.monsite.fr/blog","2"
INT_00022662,LEAD_0015784,"click",21/04/2023,"Mail","478","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","4"
INT_00022663,LEAD_0026803,"",1756644723,"Mobile","126","/accueil","3.6"
INT_00022664,LEAD_0013446,"clic",1686853650,"live_chat","0","/accueil","4"
INT_00022665,LEAD_0007722,"vue",2023-05-28T09:08:03.258Z,"Sms","7698","/accueil","3"
INT_00022666,LEAD_0019220,"view",1736089526203,"PUSH","-181","https://www.monsite.fr/PRODUITS","4"
INT_00022667,LEAD_0016345,"",,"N/A","","https://www.MonSite.fr/contact","4/5"
INT_00022668,LEAD_0004920,"vue",558914," mobile ","466","www.monsite.fr/promo","mauvais"
INT_00022669,LEAD_0026016,"",1717769852,"","","/accueil","4"
INT_00022670,LEAD_0018239,"click",2023-08-11T23:26:16.294Z,"Mail","410","",""
INT_00022671,LEAD_0007970,"achat",,"Push","257","/accueil","0"
INT_00022672,LEAD_0025392,"click",943692,"CHAT","497","https://www.monsite.fr/PRODUITS","1"
INT_00022673,LEAD_0021619,"achat",,"Mail","459","HTTP://www.monsite.fr/blog","3.7"
INT_00022674,LEAD_0025891,"click",2025-03-12T01:05:09.288Z,"Mobile","N/A","https://www.monsite.fr/produits/","5"
INT_00022675,LEAD_0007204,"CLIC",2024-06-07T14:17:26.656Z,"PUSH","319","","N/A"
INT_00022676,LEAD_0023520,"",1705131104,"EMAIL","169","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&",""
INT_00022677,LEAD_0018985,"Achat",2024-04-10T02:09:32.872Z,"web","499.79","/accueil","2"
INT_00022678,LEAD_0023569,"clic",2024-08-05T11:59:49.700Z,"push","5620","https://www.monsite.fr/produits/","3"
INT_00022679,LEAD_0002404,"clic",483069,"Mobile","","www.monsite.fr/promo","4"
INT_00022680,LEAD_0001694,"purchase",2026-01-12T19:10:18.321Z,"chat","0","",""
INT_00022681,LEAD_0029209,"CLIC",1712627396398,"mobile","402","HTTP://www.monsite.fr/blog","3"
INT_00022682,LEAD_0010444,"view",2025-03-28T02:24:12.489Z,"N/A","","monsite.fr/landing","4"
INT_00022683,LEAD_0017525,"CLIC",2024-12-17 10:19:47.241,"SMS","5846","https://www.MonSite.fr/contact","5"
INT_00022684,LEAD_0022559,"clic",1723990093,"email","372","HTTP://www.monsite.fr/blog","5"
INT_00022685,LEAD_0011169,"vue",1732063131,"N/A","342","",""
INT_00022686,LEAD_0013653,"vue",2023-11-30T11:15:50.077Z,"sms","275","https://www.monsite.fr/PRODUITS",""
INT_00022687,LEAD_0000123,"purchase",1757250803,"MOBILE","N/A","https://www.monsite.fr/PRODUITS","5"
INT_00005238,LEAD_0008030,"achat",2024-04-13T11:47:39.772Z,"Push","306s","www.monsite.fr/promo","2"
INT_00022688,LEAD_0021098,"",1700603997,"Email","2 min","HTTP://www.monsite.fr/blog","1"
INT_00022689,LEAD_0028155,"clic",,"mobile","502","","-3"
INT_00022690,LEAD_0015075,"vue",1769714900,"MOBILE","","https://www.monsite.fr/produits",""
INT_00022691,LEAD_0007268,"VUE",183475,"Push","N/A","https://www.monsite.fr/PRODUITS","4"
INT_00016700,LEAD_0016953,"VUE",2024-12-25T16:40:13.093Z,"PUSH","5804","www.monsite.fr/promo",""
INT_00022692,LEAD_0002761,"purchase",2024-06-17T05:59:14.057Z,"","57","https://www.monsite.fr/PRODUITS",""
INT_00022693,LEAD_0004626,"vue",2023-12-05T19:28:54.740Z,"SMS","540","https://www.monsite.fr/accueil","4"
INT_00019228,LEAD_0010540,"vue",1697816239,"EMAIL","5 min"," https://www.monsite.fr/accueil ","5"
INT_00022694,LEAD_0017297,"vue",03/05/2025,"SMS","161.78","https://www.monsite.fr/accueil","5"
INT_00022695,LEAD_0026407,"",,"Push","249s","https://www.monsite.fr/produits/","3"
INT_00022696,LEAD_0001372,"CLIC",1771315555,"EMAIL","3360","https://www.monsite.fr/PRODUITS","1.7"
INT_00022697,LEAD_0026693,"achat",2024-08-18T03:38:58.590Z,"Sms","7832","https://www.monsite.fr/produits/","3.5"
INT_00022698,LEAD_0020885,"click",2025-06-01T06:12:19.770Z,"","N/A","https://www.MonSite.fr/contact","N/A"
INT_00022699,LEAD_0026703,"clic",31/10/2023,"PUSH","514","","mauvais"
INT_00022700,LEAD_0013832,"achat",2024-05-17T03:42:39.816Z,"chat","","HTTP://www.monsite.fr/blog","2"
INT_00022701,LEAD_ORPHAN_92916,"vue",1752045438,"CHAT","9 min","","0"
INT_00022702,LEAD_0020695,"click",2025-02-09T12:31:03.514Z,"WEB","512","https://www.monsite.fr/produits","2"
INT_00003604,LEAD_0026996,"clic",,"live_chat","447s","https://www.monsite.fr/produits","moyen"
INT_00022703,LEAD_0003307,"clic",1744715790972,"MOBILE","146","www.monsite.fr/promo","1"
INT_00022704,LEAD_0009888,"click",2025-06-13T18:08:23.963Z,"push_notification","334","https://www.monsite.fr/produits?ref=goog&utm_source=cpc","3"
INT_00022705,LEAD_0021852,"Achat",1744220720,"SMS","","monsite.fr/landing","3"
INT_00022706,LEAD_0003544,"clic",1738257375289,"","N/A","https://www.monsite.fr/accueil","moyen"
INT_00022707,LEAD_0015325,"clic",,"Mobile","598","https://www.monsite.fr/produits","4"
INT_00022708,LEAD_0013374,"vue",2023-08-24T06:41:48.523Z,"CHAT","191s","","5"
INT_00022709,LEAD_0002016,"purchase",1690071719094,"sms","","https://www.monsite.fr/produits/",""
INT_00022710,LEAD_0003492,"CLIC",1683001893886,"MOBILE","102","https://www.monsite.fr/produits","4/5"
INT_00022711,LEAD_0001056,"clic",2024-03-13T17:43:59.078Z,"app","N/A","https://www.monsite.fr/accueil",""
INT_00022712,LEAD_0022210,"Achat",07/02/2026,"chat","290","monsite.fr/landing","N/A"
INT_00022713,LEAD_0009925,"clic",1722085729,"APP","590","https://www.monsite.fr/PRODUITS","1"
INT_00022714,LEAD_0027287,"click",,"N/A","326.46","https://www.monsite.fr/PRODUITS","2"
INT_00022715,LEAD_0026464,"Achat",09/08/2025,"email","47","https://www.monsite.fr/produits/","1"
INT_00022716,LEAD_0008972,"Achat",2024-06-25 01:59:36.967,"","439","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","1"
INT_00022717,LEAD_0028870,"clic",1727496660,"Mobile","N/A","/accueil","5"
INT_00022718,LEAD_0007135,"clic",,"Chat","N/A","https://www.monsite.fr/PRODUITS",""
INT_00022719,LEAD_0006160,"purchase",10/06/2025,"push","","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","2"
INT_00022720,LEAD_0025720,"clic",1759223826,"Push","314","","N/A"
INT_00022721,LEAD_0024600,"",1694056969,"app","","www.monsite.fr/promo","-5"
INT_00022722,LEAD_0027817,"clic",2025-02-20 04:05:54.637,"","5 min","https://www.monsite.fr/produits?ref=goog&utm_source=cpc","4"
INT_00022723,LEAD_0024009,"CLIC",905263,"App","0","","2"
INT_00017152,LEAD_0006760,"vue",1689151913,"Push","321","https://www.monsite.fr/produits","0"
INT_00022724,LEAD_0013671,"vue",03/11/2023,"push_notification","","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","3"
INT_00022725,LEAD_0018825,"VUE",1684857765,"APP","-131"," https://www.monsite.fr/accueil ","3"
INT_00022726,LEAD_0027424,"clic",1705503004666,"Push","9155","https://www.monsite.fr/accueil","7"
INT_00022727,LEAD_0001557,"achat",2025-03-17T10:44:43.671Z,"mail","7 min","www.monsite.fr/promo","1"
INT_00022728,LEAD_0014223,"click",2023-04-26T08:16:35.601Z,"WEB","1 min","/accueil","-5"
INT_00022729,LEAD_0006211,"click",2025-01-13T06:47:58.739Z,"WEB","","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","3"
INT_00022730,LEAD_0014381,"",1764135307,"WEB","556","https://www.MonSite.fr/contact","2/5"
INT_00022731,LEAD_ORPHAN_96100,"vue",2024-12-31T12:23:19.407Z,"push","293","","4"
INT_00022732,LEAD_0014599,"achat",854734,"Live Chat","569","","N/A"
INT_00022733,LEAD_0020318,"",,"Sms","","https://www.monsite.fr/produits/","7"
INT_00003698,LEAD_0023976,"achat",1743284583034," mobile ","N/A","https://www.monsite.fr/produits?ref=goog&utm_source=cpc","0"
INT_00019312,LEAD_0015274,"clic",1740644188,"SMS","2 min","",""
INT_00022734,LEAD_0014337,"clic",,"","576","https://www.MonSite.fr/contact","3"
INT_00022735,LEAD_0019089,"view",1689752261,"web","85","https://www.monsite.fr/PRODUITS","4.8"
INT_00022736,LEAD_0010776,"VUE",1727728268473,"Live Chat","273","","5"
INT_00022737,LEAD_0004629,"click",1751116202693,"email","-136"," https://www.monsite.fr/accueil ","4"
INT_00022738,LEAD_ORPHAN_95649,"vue",2024-04-18T07:27:19.694Z,"","180.57","https://www.monsite.fr/produits","5"
INT_00022739,LEAD_0000500,"VUE",2023-08-15T12:38:36.286Z,"chat","303","https://www.monsite.fr/produits?ref=goog&utm_source=cpc","bon"
INT_00022740,LEAD_0009473,"vue",484044,"app","-189","","4"
INT_00022741,LEAD_0015451,"view",1767107667483,"SMS","352","","0"
INT_00022742,LEAD_ORPHAN_92482,"vue",1750585118,"SMS","531","/accueil","N/A"
INT_00022743,LEAD_0025966,"clic",1749797828,"push","64","https://www.MonSite.fr/contact","2"
INT_00022744,LEAD_0005318,"Achat",1743320763744,"N/A","-114","/accueil","5"
INT_00022745,LEAD_0013132,"",2024-08-01T10:40:25.635Z,"WEB","83","https://www.monsite.fr/PRODUITS","2"
INT_00022746,LEAD_0017626,"",2023-10-31T18:46:25.000Z,"mail","","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","1"
INT_00022747,LEAD_0014641,"clic",2023-11-03T01:36:03.359Z,"","82","","5"
INT_00022748,LEAD_0010494,"vue",741584,"SMS","","monsite.fr/landing","mauvais"
INT_00022749,LEAD_0017336,"purchase",2025-01-05T14:09:12.980Z,"Sms","314","https://www.MonSite.fr/contact","0"
INT_00022750,LEAD_0028317,"",1705042208,"SMS","571.76","","4.4"
INT_00022751,LEAD_0009118,"clic",,"push","595","/accueil","0"
INT_00014939,LEAD_0023834,"",04/07/2024,"push","529","HTTP://www.monsite.fr/blog","4"
INT_00022752,LEAD_0025906,"clic",2023-11-17T01:33:01.741Z,"CHAT","557","https://www.monsite.fr/accueil",""
INT_00022753,LEAD_0019702,"",281258,"","0","monsite.fr/landing","4"
INT_00022754,LEAD_0001984,"click",1757274943,"chat","555","https://www.MonSite.fr/contact",""
INT_00022755,LEAD_0021431,"vue",1748410190,"live_chat","244","monsite.fr/landing","3"
INT_00022756,LEAD_0011172,"",2023-10-13T06:29:14.313Z,"App","544"," https://www.monsite.fr/accueil ","3"
INT_00022757,LEAD_0011422,"",1716463330,"chat","322s","https://www.monsite.fr/produits?ref=goog&utm_source=cpc","4"
INT_00022758,LEAD_0010728,"",1717710579,"mobile","139","monsite.fr/landing","1"
INT_00022759,LEAD_0007227,"click",27/03/2025,"WEB","154.51","https://www.MonSite.fr/contact","4"
INT_00022760,LEAD_0018502,"Achat",1698129281,"Web","332","https://www.MonSite.fr/contact","10"
INT_00022761,LEAD_0025750,"clic",2025-08-18 00:17:22.627,"WEB","44","https://www.monsite.fr/produits/",""
INT_00022762,LEAD_0025036,"CLIC",1701382032,"app","584","","4"
INT_00022763,LEAD_0020101,"view",2023-04-15 04:28:32.568,"WEB","","https://www.monsite.fr/produits/",""
INT_00022764,LEAD_0018152,"clic",1753313515,"SMS","424","",""
INT_00022765,LEAD_ORPHAN_94475,"",1761263901981," mobile ","310.08","https://www.monsite.fr/produits","2"
INT_00022766,LEAD_0018822,"",2024-06-28T23:08:03.428Z,"WEB","588","https://www.MonSite.fr/contact","5"
INT_00022767,LEAD_0017460,"vue",1692229411,"push","","https://www.monsite.fr/produits","-4"
INT_00022768,LEAD_0021816,"vue",2025-04-23T09:25:43.848Z,"","417","https://www.monsite.fr/produits?ref=goog&utm_source=cpc",""
INT_00022769,LEAD_0004836,"vue",1717938853,"app","352","HTTP://www.monsite.fr/blog","2"
INT_00022770,LEAD_0020193,"vue",1695911648979,"CHAT","96","/accueil","5"
INT_00022771,LEAD_0028233,"vue",2023-11-06T12:36:20.801Z,"Live Chat","254s","","3.7"
INT_00022772,LEAD_0026247,"vue",1752848977,"chat","140","HTTP://www.monsite.fr/blog","3"
INT_00022773,LEAD_0011244,"vue",1760640009,"WEB","-212","","5"
INT_00022774,LEAD_0000224,"click",1708431740," web ","2518","https://www.monsite.fr/produits/","3.7"
INT_00022775,LEAD_0015273,"vue",25/08/2025,"","10 min","",""
INT_00022776,LEAD_0006703,"click",1744540891,"Email","150","/accueil","2"
INT_00022777,LEAD_0002532,"purchase",2026-01-09T16:16:55.019Z,"Push","N/A","https://www.MonSite.fr/contact","2.6"
INT_00022778,LEAD_0000389,"",1770932251,"APP","269","HTTP://www.monsite.fr/blog","1"
INT_00022779,LEAD_0022651,"clic",1705917520,"sms",""," https://www.monsite.fr/accueil ","2"
INT_00022780,LEAD_0025961,"purchase",26/04/2025,"app","N/A","https://www.monsite.fr/accueil","4"
INT_00022781,LEAD_0009480,"purchase",1714537348573,"MOBILE","546","https://www.monsite.fr/produits","N/A"
INT_00022782,LEAD_0016871,"view",1699856865941,"PUSH","238.07","https://www.monsite.fr/accueil","1"
INT_00022783,LEAD_0016553,"",1711258973764," mobile ","248","https://www.monsite.fr/PRODUITS","moyen"
INT_00022784,LEAD_0017466,"vue",12/10/2024,"Live Chat","486","https://www.monsite.fr/produits","1.7"
INT_00022785,LEAD_0014030,"purchase",819798,"mail","344","https://www.monsite.fr/accueil","3/5"
INT_00022786,LEAD_0018039,"",2026-03-08 03:16:08.097,"Mobile","535"," https://www.monsite.fr/accueil ","2.6"
INT_00022787,LEAD_0000897,"purchase",1722873366,"Sms","175","monsite.fr/landing","moyen"
INT_00022788,LEAD_0011184,"",1695379056,"","504","https://www.monsite.fr/accueil",""
INT_00022789,LEAD_0000623,"vue",2023-08-27T00:10:25.986Z,"Push","572","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","4.9"
INT_00022790,LEAD_0028765,"Achat",1731212084,"live_chat","548","","3/5"
INT_00022791,LEAD_0008625,"vue",1761238642678,"App","381","HTTP://www.monsite.fr/blog",""
INT_00022792,LEAD_0022660,"click",2026-02-13T03:21:13.101Z,"push","","HTTP://www.monsite.fr/blog","0"
INT_00022793,LEAD_0004799,"CLIC",2025-02-13 16:12:47.456,"PUSH","197s","https://www.monsite.fr/produits","2.2"
INT_00022794,LEAD_0002293,"click",1769835386,"Mobile","297","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","2"
INT_00002694,LEAD_0018638,"click",1742919964,"CHAT","319","https://www.monsite.fr/produits/","2"
